	エヌイーエル	0
羽月隆太郎	ハツキリュウタロウ	0
羽村	ハムラ	0
羽村京平	ハムラキョウヘイ	1
羽村市	ハムラシ	0
羽村英	ハムラエイ	0
羽村駅	ハムラエキ	0
羽柴なつみ	ハシバナツミ	0
羽柴四天王	ハシバシテンノウ	0
羽柴秀勝	ハシバヒデカツ	0
羽柴秀吉	ハシバヒデヨシ	1
羽柴秀吉(Fate)	ノブナガサマノゾウリスーハースーハー	1
羽柴秀康	ハシバヒデヤス	1
羽柴秀次	ハシバヒデツグ	1
羽柴秀長	ハシバヒデナガ	1
羽根	ハネ	0
羽根のブランケットにつつまれて	ハネノブランケットニツツマレテ	0
羽根ニンジン	ハネニンジン	1
羽根モノ	ハネモノ	1
羽根充紀	ハネミチノリ	0
羽根崎美緒	ハネサキミオ	0
羽根物	ハネモノ	0
羽根直樹	ハネナオキ	0
羽桃	ハモモ	0
羽毛	ウモウ	0
羽沢月乃	ハザワツキノ	0
羽沢横浜国大	ハザワヨコハマコクダイ	1
羽沢横浜国大駅	ハザワヨコハマコクダイエキ	0
羽沼マコト	ハヌママコト	0
羽流(歌い手)	ハル	0
羽海野チカ	ウミノチカ	0
羽瀬川小鳩	レイシスヴィフェリシティスメラギ	0
羽瀬川小鷹	ハセガワコダカ	0
羽犬塚駅	ハイヌヅカエキ	0
羽生	ハニュウマタハハブ	0
羽生IC	ハニュウインターチェンジ	1
羽生PA	ハニュウパーキングエリア	0
羽生み	ハブミ	0
羽生インターチェンジ	ハニュウインターチェンジ	0
羽生パーキングエリア	ハニュウパーキングエリア	1
羽生一斗	ハブイット	0
羽生世代	ハブセダイ	0
羽生善治	ハブヨシハル	0
羽生市	ハニュウシ	0
羽生田忠克	ハニュウダタダカツ	0
羽生結弦	ハニュウユヅル	0
羽生結弦(淫夢)	ハニュウユヅル	0
羽生蛇村観光ツアー	ハニュウダムラカンコウツアー	0
羽生蛇蕎麦	ハニュウダソバ	0
羽生駅	ハニュウエキ	0
羽生麺なら仕方ない	ハニュウメンナラシカタナイ	0
羽生麻里	ハニュウマリ	0
羽田	ハネダ	0
羽田エアポートライン	ハネダエアポートライン	1
羽田リサ	ハネダリサ	0
羽田京急バス	ハネダケイキュウバス	1
羽田健太郎	ハネダケンタロウ	0
羽田圭介	ハダケイスケ	0
羽田孜	ハタツトム	0
羽田恭一郎	ハネダキョウイチロウ	0
羽田満	ハタミツル	1
羽田盃	ハネダハイ	0
羽田空港	ハネダクウコウ	1
羽田空港と成田空港を間違えた人	ハネダクウコウトナリタクウコウヲマチガエタヒト	0
羽田空港アクセス線	ハネダクウコウアクセスセン	0
羽田空港国内線ターミナル駅	ハネダクウコウコクナイセンターミナルエキ	1
羽田空港国際線ターミナル駅	ハネダクウコウコクサイセンターミナルエキ	1
羽田空港国際線ビル駅	ハネダクウコウコクサイセンビルエキ	1
羽田空港地上衝突事故	ハネダクウコウチジョウショウトツジコ	0
羽田空港第1ターミナル駅	ハネダクウコウダイイチターミナルエキ	0
羽田空港第1ビル駅	ハネダクウコウダイイチビルエキ	1
羽田空港第1・第2ターミナル駅	ハネダクウコウダイイチダイニターミナルエキ	0
羽田空港第2ターミナル駅	ハネダクウコウダイニターミナルエキ	0
羽田空港第2ビル駅	ハネダクウコウダイニビルエキ	1
羽田空港第3ターミナル駅	ハネダクウコウダイサンターミナルエキ	0
羽田空港駅	ハネダクウコウエキ	0
羽田線	ハネダセン	0
羽田耕一	ハダコウイチ	0
羽田裕美	ハネダヒロミ	0
羽田野祐介	ハタノユウスク	1
羽田駅	ハネダエキ	1
羽矢蔵碧流	ハヤクラヘキル	0
羽純りお	ハズミリオ	0
羽累	ハル	0
羽苺丸ひめか	ウイマルヒメカ	0
羽華	ウカ	1
羽蛾	ハガ	1
羽衣ララ	ハゴロモララ	0
羽衣乃	ウイノ	1
羽衣小町	ハゴロモコマチ	0
羽衣狐	ハゴロモギツネ	0
羽衣甘藍	ハゴロモカンラン	1
羽衣線	ハゴロモセン	1
羽衣線合作	ハゴロモセンガッサク	1
羽豆岬	ハズミサキ	0
羽貫駅	ハヌキエキ	0
羽賀	ハガ	0
羽賀朱音	ハガアカネ	0
羽賀派剣道	ハガハケンドウ	0
羽越実有	ウエツミウ	1
羽越新幹線	ウエツシンカンセン	0
羽越本線	ウエツホンセン	0
羽越本線脱線事故	ウエツホンセンダッセンジコ	1
羽越線	ウエツセン	1
羽間百合恋	ハザマユリレン	1
羽間駅	ハザマエキ	0
羽音たらく	ウオンタラク	0
羽音りり	ハネリリ	0
羽音トウヤ	ハネトウヤ	1
羽音ピヨ	ハネネピヨ	0
羽高なる	ウタカナル	0
羽鳥	ハトリ	0
羽鳥いち	ハトリイチ	0
羽鳥カノン	ハトリカノン	0
羽鳥慎一	ハトリシンイチ	0
羽鳥空	ハトリソラ	0
羽鳥風画	ハトリフウガ	0
羽鳥駅	ハトリエキ	0
羽黒	ハグロ	0
羽黒(艦これ)	ハグロ	0
翁	オキナ	0
翁ーokinaー	オキナ	0
翁田大勢	オウタタイセイ	0
翁長	オナガ	0
翁長政俊	オナガマサトシ	0
翁長雄志	オナガタケシ	0
翆	スイ	1
翊	ヨク	0
翌	ヨク	0
翌明ネガ	ヨクミョウネガ	0
習	シュウ	0
習志野	ナラシノ	0
習志野TB	ナラシノトゥールバリア	1
習志野市	ナラシノシ	0
習志野市立習志野高等学校	ナラシノシリツナラシノコウトウガッコウ	0
習志野本線料金所	ナラシノホンセンリョウキンジョ	0
習志野隕石	ナラシノインセキ	0
習志野高校	ナラシノコウコウ	1
習志野高等学校	ナラシノコウトウガッコウ	0
習甦	シュウソ	0
習近平	シュウキンペイ	0
翔	ショウ	0
翔(カードキャプターさくら)	フライ	1
翔にぃ	ショウニィ	0
翔び去りしものの伝説	トビサリシモノノデンセツ	0
翔ぶが如く	トブガゴトク	0
翔べ! ガンダム	トベガンダム	0
翔べ!ガンダム	トベガンダム	1
翔べない天使	トベナイテンシ	0
翔べイカロスの翼	トベイカロスノツバサ	0
翔べ！必殺うらごろし	トベヒッサツウラゴロシ	0
翔んでる!平賀源内	トンデルヒラガゲンナイ	0
翔んで埼玉	トンデサイタマ	0
翔んで埼玉 〜琵琶湖より愛をこめて〜	トンデサイタマビワコヨリアイヲコメテ	1
翔ゲイ	ショウゲイ	0
翔ゲイ構成	ショウゲイコウセイ	0
翔太	ショウタ	0
翔太(アイドルマスター)	ショウタ	0
翔太の寿司	ショウタノスシ	1
翔太コン	ショウタクンマジテンシ	0
翔太ゾーン	ショウタゾーン	0
翔子	ショウコ	0
翔歌トリ	ショウカトリ	0
翔泳社	ショウエイシャ	0
翔直人	ショウナオト	0
翔華裂天	ショウカレツテン	0
翔野ナツ子	ショウノナツコ	0
翔魔	ショウマ	0
翔鶴	ショウカク	0
翔鶴(アズールレーン)	ショウカク	0
翔鶴(空母)	ショウカク	0
翔鶴(艦これ)	ショウカク	0
翕	キュウ	0
翖	キュウ	1
翠	ミドリ	0
翠&さくら	スイアンドサクラ	1
翠(歌い手)	ミドリ	1
翠(絵師)	スイ	0
翠サムネ統一	スイサムネトウイツ	0
翠下弓那	ミドリシタユミナ	0
翠乃マドリガーレ	アキノマドリガーレ	1
翠乃円香	アキノマドカ	0
翠亜ヒナ	スイアヒナ	0
翠日川音亜	スイヒカワネア	0
翠星のガルガンティア	スイセイノガルガンティア	0
翠星のガルガンティア〜めぐる航路、遥か〜	メグルコウロハルカ	0
翠星石	スイセイセキ	0
翠星石(創価学会)	スイセイセキカッコソウカガッカイ	0
翠星石と白饅頭な彼氏	スイセイセキトシロマンジュウナカレシ	0
翠殿下	ミドリデンカ	0
翠水竜	ミドリスイリュウ	1
翠瑠ソラヤ	スイルソラヤ	0
翠石の伴侶 ククノチ	スイセキノハンリョククノチ	1
翠組	ミドリグミ	0
翠葉	ミドリハ	0
翠音スイ	ミドリネスイ	0
翠（UTAU）	アキラ	1
翡	ヒ	0
翡翠	ヒスイ	0
翡翠(月姫)	ヒスイ	0
翡翠のまち	ヒスイノマチ	1
翡翠の夫	ヒスイノオット	1
翡翠（半妖の夜叉姫）	ヒスイ	0
翻	ホン	0
翻厄	ホンヤク	0
翻牌	ファンパイ	1
翻訳	ホンヤク	0
翻訳チーム	ホンヤクチーム	0
翻訳兵	ホンヤクヘイ	0
翻訳希望	ホンヤクキボウ	0
翻譯希望	ホンヤクキボウ	0
翻車魚	マンボウ	1
翼	ツバサ	0
翼(アイドルマスター)	ツバサ	0
翼(ゼノギアス)	ツバサ	0
翼P	ツバサピー	0
翼が無くても	ツバサガナクテモ	1
翼の凱歌	ツバサノガイカ	0
翼の折れたエンジェル	ツバサノオレタエンジェル	0
翼の民を求めて	ツバサノタミヲモトメテ	1
翼の錬金術師	ツバサノレンキンジュツシ	0
翼は羽ばたくために	ツバサハハバタクタメニ	1
翼をください	ツバサヲクダサイ	0
翼を下さい	ツバサヲクダサイ	1
翼を持った少年	ツバサヲモッタショウネン	0
翼宿	タスキ	0
翼尻	ツバサジリ	1
翼星祭	ヨクショウサイ	0
翼神	ヨクシン	0
翼竜	ヨクリュウ	0
翼蜥	イーシー	1
翼賛政治体制協議会	ヨクサンセイジタイセイキョウギカイ	1
耀	アキラ	0
老	ロウ	0
老い	オイ	1
老け	フケ	1
老けていくMr.インクレディブル	フケテイクミスターインクレディブル	1
老け顔の変態	フケガオノヘンタイ	1
老ジョセフ	ロウジョセフ	1
老ジョセフ・ジョースター	ロウジョセフジョースター	1
老人ホーム慰問(アイドルマスター)	ロウジンホームイモン	0
老人先輩	ロウジンセンパイ	0
老人語	ロウジンゴ	0
老倉育	オイクラソダチ	0
老兵	ロウヘイ	0
老兵（実況プレイヤー）	ロウヘイ	0
老化	ロウカ	0
老化フェチ	ロウカフェチ	0
老化ロイド	ロウカロイド	0
老女	ロウジョ	0
老害	ロウガイ	0
老山龍	ラオシャンロン	1
老年期の終り	ロウネンキノオワリ	0
老後に備えて異世界で8万枚の金貨を貯めます	ロウゴニソナエテイセカイデハチマンマイノキンカヲタメマス	0
老書文	ロウショブン	1
老朽部	ロウキュウブ	0
老海鼠	ホヤ	1
老狼	ロウロウ	0
老王オーラント	ロウオウオーラント	0
老界王神	ロウカイオウシン	1
老眼	ロウガン	0
老眼’S	ローガンズ	0
老練さんも安心	ロウレンサンモアンシン	0
老部	ロウブ	0
耂	ロウ	1
耂部	ロウブ	0
考	コウ	0
考えたら負け	カンガエタラマケ	0
考えない馬鹿共とクトゥルフ神話trpg	カンガエナイバカドモシリーズ	0
考えるな、感じろ	カンガエルナカンジロ	1
考えるのをやめた	カンガエルノヲヤメタ	1
考える人	カンガエルヒト	0
考える人(2chまとめブログ)	カンガエルヒト	0
考古学	コウコガク	0
考古学者	コウコガクシャ	1
考古学者キノピオ	コウコガクシャキノピオ	0
考察	コウサツ	0
考察動画	コウサツドウガ	1
耄	モウ	0
者	モノ	0
耆	キ	0
耇	コウ	0
耈	コウ	1
耊	テツ	1
耋	テツ	0
耏	タイ	1
耐	タイ	0
耐えたら高血圧	タエタラコウケツアツ	0
耐え子の日常	タエコノニチジョウ	0
耐え子の日常 シーズン2	タエコノニチジョウシーズンツー	1
耐久	タイキュウ	0
耐久15分	タイキュウジュウゴフン	1
耐久の女王	タイキュウノジョオウ	1
耐久シリーズ	タイキュウシリーズ	0
耐久値	タイキュウチ	0
耐久力	タイキュウリョク	1
耐久動画	タイキュウドウガ	1
耐久動画シリーズ	タイキュウドウガシリーズ	1
耐久動画入門編	タイキュウドウガニュウモンヘン	0
耐久度	タイキュウド	1
耐久性	タイキュウセイ	0
耐糖能異常	タイトウノウイジョウ	0
耐量子コンピューター暗号	タイリョウシコンピューターアンゴウ	0
耐量子暗号	タイリョウシアンゴウ	1
耐震マット	タイシンマット	0
耒	ライ	0
耔	シ	0
耕	コウ	0
耕すマシン	タガヤスマシン	0
耕作	コウサク	0
耖	ソウ	0
耗	コウ	0
耘	ウン	0
耳	ミミ	0
耳m@s	ミミマス	1
耳かき	ミミカキ	1
耳かきボイス	ミミカキボイス	0
耳かき芸人	ミミカキゲイニン	0
耳かき音声	ミミカキオンセイ	1
耳から血	ミミカラチ	0
耳がゾロ	ミミガゾロ	0
耳がビビった	ミミガビビッタ	0
耳が妊娠した	ミミガニンシンシタ	0
耳が幸せ	ミミガシアワセ	0
耳が悪い空耳	ミミガワルイソラミミ	0
耳が癒される	ミミガイヤサレル	1
耳が腐る	ミミガクサル	0
耳が腐敗	ミミガフハイ	1
耳が迷子	ミミガマイゴ	0
耳が遺体	ミミガイタイ	0
耳そうじ	ミミソウジ	1
耳たぶ	ミミタブ	0
耳に優しい小音量	ミミニヤサシイショウオンリョウ	0
耳のあるロボットの唄	ミミノアルロボットノウタ	0
耳の日	ミミノヒ	0
耳の裏を見せろ	ミミノウラヲミセロ	0
耳をすませば	ミミヲスマセバ	0
耳クソ	ミミクソ	0
耳コP	ミミコピイ	0
耳コッピ	ミミコッピ	0
耳コピ	ミミコピ	0
耳コピアニストzelda	ミミコピアニストゼルダ	0
耳コピー	ミミコピー	1
耳バナナP	ミミバナナピー	0
耳ムワの人	ミミムワノヒト	0
耳レイプ	ミミレイプ	0
耳レイレイプ	ミミレイレイプ	0
耳ロバP	ミミロバピー	0
耳ロボP	ミミロボピー	0
耳切坊主	ミミチリボウズ	0
耳勝負	ミミショウブ	0
耳噛み	ミミカミ	0
耳噛み開運	ミミカミカイウン	0
耳垢	ミミアカ	0
耳天	ミミテン	0
耳年増	ミミドシマ	0
耳掃除	ミミソウジ	0
耳栓	ミミセン	0
耳検定	ミミケンテイ	0
耳機	アルジ	1
耳毛ドラム	チッチッチッチッチッチッチッチッイカリャク	0
耳筒	アルトン	1
耳糞	ミミクソ	1
耳舐め	ミミナメ	1
耶律かがやきp	ヤリツカガヤキピー	0
耶律楚材	ヤリツソザイ	0
耻	チ	1
聊斎志異	リョウサイシイ	0
聖	セイ	0
聖(歌い手)	セイ	0
聖Smiley学園 ～Ver.文系～ Vol.1	セイスマイリーガクエンバージョンブンケイボリュームワン	0
聖Smiley学園 ～Ver.文系～ Vol.2	セイスマイリーガクエンバージョンブンケイボリュームツー	0
聖Smiley学園 ～Ver.理系～ Vol.1	セイスマイリーガクエンバージョンリケイボリュームワン	0
聖Smiley学園 ～Ver.理系～ Vol.2	セイスマイリーガクエンバージョンリケイボリュームツー	0
聖smiley学園	セイスマイリーガクエン	1
聖☆おっさん	セイントオッサン	0
聖☆おにいさん	セイントオニイサン	0
聖☆おねえさん	セイントオネエサン	0
聖☆おばあさん	セイントオバアサン	0
聖☆おばあちゃん	ヒジリオバアチャン	1
聖☆お兄さん	セイントオニイサン	1
聖☆お姉さん	セイオントオネエサン	1
聖あげは	ヒジリアゲハ	0
聖おにいさん	セイントオニイサン	1
聖お姉さんの地霊殿滞在記	ヒジリオネエサンノチレイデンタイザイキ	0
聖なるUTAU	セイナルウタウ	0
聖なるかな	セイナルカナ	0
聖なるバリア-ミラーフォース-	ミラフォ	0
聖なる一歩半	セイナルイッポハン	1
聖なる侵入	セイナルシンニュウ	0
聖なる広場の物語	セイナルヒロバノモノガタリ	1
聖なる日の祈り	セイナルヒノイノリ	1
聖なる行水	セイナルギョウズイ	0
聖なる詩人の島	セイナルシジンノシマ	0
聖なる遺体	セイジンノイタイ	1
聖なる魔術師	セイントマジシャン	0
聖なる１歩半	セイナルイッポハン	1
聖みるく領域	セイミルクリョウイキ	0
聖カンナ	ヒジリカンナ	0
聖グロ	セイグロ	1
聖グロの飛び道具	ローズヒップ	1
